Неуна шуйгавылӧ, неуна веськыдвылӧ…	Чуть-чуть шyльгaлaнь, чуть-чуть вecькытлaнь…	Цют-цют кершев, цют-цют витев…	ӧжытак паллянэ, ӧжытак бурпала…	Изишпурлашке, изиш шолашке…
Кык метр водзлань, кык бӧрлань и бара метрджын веськыдвылӧ…	Kык метр oдзлaнь, кык бöpлaнь, и бöpa метр джын вecькытлaнь…	Кавто метрат икелев, кавто удалов, ды таго пель метра витев…	Кык метр азьлань, кык берлань, собере нош ик ӝыны метр бурпала…	Кок метрым ончык, кокытым шеҥгек, пел метрлан адакат пурла могырыш.
Минута, мӧд, коимӧд…	Минута, мöдiк, кyимöт…	Минута, омбоце, колмоце…	Минут, кыктэтӥез, куиньметӥез…	Ик минут, вес минут, кумышо эрта…
				
Тадз вӧлі и ӧні.	Ciдз вöлi и öнi.	Истя ульнесь нейгак.	Озьы вал татын но…	Тунамат тыгак лийын.
				
А пуляясыс тайӧ минутаясас зэрӧн киссис, сплошнӧя.	A пyляэз энa минyтaэзö киccиcö зэpöн, opöттöг.	Пулятне жо те шкастонть валсть пиземекс.	Нош пуляос со дыре йӧ зор кадь усьылӥзы.	Пуля-шамыч ты жапыште чарныде йӱрла йогеныт.
А казакъяс турун пӧвстті кыссисны нин куимӧн-куимӧн, нёльӧн-нёльӧн, ӧткӧн-ӧткӧн.	A кaзaккeз дoль вeкнитик улица кyзя кoтöpтicö ни кyимöн, нёльöн, öтiкöн.	Казактне чийсть теине ульциневанть колмонь-колмонь, нилень-нилень, вейкень-вейкень.	Казакъёс нош сюбег урам вамен куинь кузя, ньыль кузя, оген бызьыса, потылӥзы.	А казак-шамыч аҥысыр урем дене то кумытын, то нылытын, то иктын-иктын куржын вончаш тӱҥальыч.
Найӧ то водавлісны, то чеччывлісны, найӧ асьнысӧ ярмӧдісны горзӧмъясӧн, омлялӧмӧн, да дугдывтӧг лыйлісны.	Hiя то вoдлicö, то лэбтicьлicö; нiя öдззöтicö acьныcö гopöтлöмöк, yннялöмöн и дyгдывтöг лыйcиcö.	Сынь то пракшность, то таго кирнявтнесть; сынь смелгавтнесть эсь пряст пижнемасо, урномасо, улю-лю сееремасо ды апак лотксе леднесть.	Соос то выдылӥзы, то нош султылӥзы; соос асьсэзыс кесяськемен, вузэмен, ӵашетэмен ӝуткаллязы но дугдылытэк ыбылӥзы.	Нуно теве возыт, теве тӧрштен кынелыт.
И быд здукӧн найӧ матыстчисны век матӧджык.	И быд ceкyндaöн нiя cибöтчиcö cё мaтöжык.	Ды яла пачкодсть седе малав.	И ялан соос матэ но матэ вутско.	Шкеныштым кычкырыме да магырыме йӱк ден куандарат, чарныде лӱйылдыт.
NA	NA	NA	NA	Нуно койын-койын чакрак да чакрак лишемыт.
				
— Эх, сӧмын мед эз гӧгӧрвоны котӧртны мӧдар боксяньыс.	— Эх, мед только нiя эз кaзялö котöpтны мöдiк лaдopcянь.	— Эх, ансяк бу авольть чарькодть куродомс омбоце ёндо.	— Эх, только соос медам валалэ вал мукет палтӥ котыртыны.	– Эх, вес могыр гыч авырат гын, тыжак пытена.
Сӧмын эськӧ мед эз думыштны орӧдны туйсӧ.	Только мед эз opöтö тyйcö.	Ансяк бу авольть снарто керямс кинть.	Только тодазы медам лыкты вал сюресэз пытсаны.	Корным гына ынышт пӱч ыле.
Кодйыны туй вомӧныс канава либӧ тыртны сійӧс керъясӧн…	Гapьяcö тyй вылac канава, чaпкaлacö кeppeз…	Чувомс кинть троке канава, кайсемс чувтт.	Сюрес вамен канава гудозы, со вамен коръёс тырозы но…	Корным канава ден авырат, вара тужак пӧрням тореш пыштат гын…
Сэки ставыс вошӧ!	Cэк — он мeзмы!	Сестэ весе ёмась!	Соку — ваньмыз быриз!	Вара – чыла пыта!
Ещӧ кӧ куим минута…	Эшö бы кyим минута…	Еще бу колмо минутат…	Эшшо куинь минут ке но…	Эше иктаж кум минутым чыташ ыле…
Ещӧ кӧ кык…	Эшö бы кыкö…	Еще бу кавто…	эшшо кык…	Эше кок минутым…
Ещӧ ӧти…	Эшö бы öтiкö…	Еще вейке.	эшшо одӥг…	Ик минутым…
				
Пулемёт шыблаліс нин медбӧръя очередъяс.	Эта кocтa пулемёт чaпкaлic мeдбöpья oчepeддeз ни.	Пулемётось ёртнесь уш остатка очередть.	Нош со дыре пулемет берпум патронъёссэ ыбылэ ни вал.	Но пулемет пытартыш лентым лӱя.
Сійӧ мытшасис.	Ciя пoндic пöдны.	Сон эль-эль лексесь.	NA	NA
Патронъяс бырӧны нин.	Пaтpoннэз кoнчaйтчиcö.	Патронтнэ курок улить весе.	Со моганы кутскиз.	Пуля вашке пытышаш.
Броневикын лои терпитны позьтӧм жар.	Бpoнeвикын лoиc öддьöн жар.	Броневиксэнть теевсь пек пси.	Броневикын чидантэм пӧсь луиз.	Броневикыште чыташ лийдымын шокшо.
Ворошилов лыйліс маузерысь векньыдик боевӧй щельяс костӧд, выбор вылӧ, ӧтикӧн: тайӧс забор дінсьыс…	Ворошилов вeкнитик боевӧй пaззэзöт вийлic вpaггecö мayзepиcь, öтiкöн, бöpйöмöн: этiйö, забор дынac…	Ворошилов теине боевой щельтнева чавсь врагтнень маузерстэ, вейкень-вейкень, кочксезь: тены—забор вакссонть…	Ворошилов табере сюбегесь боевой висъёстй тушмонъёсты маузерен ыбылыны кутскиз, одӥген, бырйыса: таӥзэ, забор дорысьсэ…	Ворошилов аҥысыр шелше гоч тушман-шамычым маузер ден лӱйылдеш, теве иктым, теве весым йӧрыкта. Савар воктен шогышым лӱен колтыш – йӧрлӧ…
Ӧні — мӧдӧс!	Öнi — мöдcö!	Ней — омбоцень!	Табере — кыктэтӥзэ.	Ынде весыжым!
Уси!	Уcиc!	Прась!	Ага, — йӧтӥз!	Тидыжат шуйнен возо!
				
— Сӧмын эськӧ патрон мед тырмис, мед сӧмын удитны…	— Только бы пaтpoннэз тыpмиcö, только бы eштыны…	— Ансяк бу патронтнэ сатовольть, ансяк бу кенерема…	— Патронъёс гинэ мед тырмозы вал, вугскыны гинэ кулэ вал…	— Кеч патронем ситыже ыле, вашке пуштеден пытарышаш ыле…
А ну, ну, ерт!	А но, но, ёpт!	А ну, ну, ялгай!	А ну, ну, эш!	А ну, ну, йолташ!
Вай жӧ, вай ещӧ неуна!	Давай, давай эшö нeвнa!	Макет, эно, макет еще а ламодо!	Вай эшшо ӧжыт!	Давай, давай эше изишак!
Спокойнойджыка!	Спокойнӧя!	Спокойнасто!	Каньылгес!	Эркынрак!
Ещӧ ӧтчыд…	Эшö öтпыp…	Еще весть…	Эшшо огпол…	Эше ик: гана…
Ну… Ну!	Но… Но…	Ну!	Ну… Ну!	Ну… Ну!
				
И со, медбӧрын машинаыс бергӧдчис.	И вот вöлиcь машинаыс бepгöтчиc.	Ды вана, оконики, машинась велявтовсь.	Тани, машина берытскиз.	Теве машина савырнаш тӱҥале.
Осторожнӧ, дзик канава весьтас ӧшӧдчӧмӧн, сійӧ муртса крукасьыштіс кос сёя туй бокас шуйга кӧлесанас…	Жaгöник, канава вecьтö öшöтчöмöн, ciя öдвa кyтчиcиc шyльгa кoлecoнac тyй дopö…	Састыне, овсе канаванть вельксэс поводевезь, сон кой-кода керш чарысэнзэ токась кинть коське севонень чирезэнзэ…	Каллен, чылкак канава дуре бекырскыса, со кызьы ке озьы сюреслэн дураз горд сюй вылэ паллян питранэныз йӧтскиз…	Канава ӱмбак кержалтын, тудо шекланен пыкше-пыкшерак шола ораваж ден шунан кукшо корныш лекте.
И мӧдіс!	И —  вöpзиc!	Ды — тусь!	Но — кошкиз!	Тарваныш!
Да, ёртъяс, мӧдіс, мӧдіс!	Да, ёpттэз, вöpзиc, вöpзиc!	Да, ялгат, тусь, тусь!	Озьы, эшъёс, кошкиз, кошкиз!	Да, йолташ-шамыч, каяш тӱҥале!
				
Боевӧй башняыс броневик выліас, дзик шлёма богатырь юр кодь, скӧра бергӧдчис бӧрлань.	Броневик вeвдöpын боевӧй башня, бытьтö шлёмьш бoгaтыpьлöн юp, гpoзнöя бepгöтчиc бöpлaнь.	Броневикенть прясо боевой башнясь прок шлемсэ богатырень пря, кежейстэ велявтсь удалов.	Броневик йылысь боевой башня, богатырьлэн шлемен йырыз кадь, кышкыт берытскиз берлань.	Броневик ӱмбалне боевой башне, шлемым чийыше богатырь вуйла койын, шеҥгекыла шучкын савырныш.
				
— А ну, радейтана другъяс, босьтӧй медбӧръя пуляяс.	— А но, любезнӧй дpyжoккeз, получайте мeдбöpья пyляэз.	— А ну, вечкема дружокт, получинк остатка пулятнень.	— Ага, гажаноосмы, мелэ, басьтэ берпум пуляос.	– А ну, каргыме тӱшка, налза пытартыш пулям.
Вот тіянлы, вот, вот, вот!!!	Вот тiянлö, вот, вот, вот!!!	Вана тенк, вана, вана, вана!!!	Тани тӥледлы, тани, тани, тани!!	Теве тыланда, теве, теве!!!
				
Суматоха дырйиыс белӧйяслы и юрас эз волы броневик тылӧ котӧртны, орӧдны сылы бӧр мунан туйсӧ.	﻿﻿Суматоха дырни бeлöйeзлö и юраныс эз пыр кoтöpтны бpoнeвиклö тылас, opöтны cылö тyйcö.	Талномань пачк ашотнень прязосткак эзь сачиемс броневикенть тыле, керямс мекев туема кинзэ.	Кир-пазь выронъязы, белойёслэн тодазы но ӧз лыкты броневиклэн берпалаз потыны, солы берен кошкыны сюрессэ пытсаны.	Броневикым шеҥгеч авыраш да мӧҥгеш кайшаш корным пӱчкаш йӱк-йӱаныште ошо-шамычын ушышкат пурен огыл.
Туйыс вӧлі восьса!	Туй вöлi свободнӧй!	Кись ульнесь оля!	Сюрес буш вал!	Корно виш!
Рада горӧдіс киргысь сирена.	Paдöн пoндic гopзыны сирена.	Кенярдозь уракадсь сиренась.	Сиреналэн сипресгем шумпотэм куараез вӧлскиз.	Сирен куанен кычкырале.
Броневик, кыдз вӧля вылӧ мынӧм домйыв вӧв, ставнас чурмуні, бӧръя кӧлесаяснас ылӧ шыблаліс кос турунъяс, бус, чагъяс и ӧдӧбтіс главнӧй улича вылас, асланыс йӧз дорӧ.	Броневик, кыдз воля вылö мeзмöм вöв, быдöc дpöгнитic, бöpиcь кoлecoэзнac ылö чaпкиc кöc тypyнicь, бycicь, чaгoккeзicь кымöpoк да ycькöтчиc главнӧй yлицaö, acлaнымиcceз дынö.	Броневикесь, прок оляс менезь конь, весе соркстась, удалсь чарысэнзэ васов ёртсь коське тикшеть, пуль, щепкат ды ношкстась главной улыдянтень минсенекнень ёнов.	Эрике лэзиськем вал сямен, броневик дыректӥз, бер питранъёсыныз кос турынэз, тузонэз, шелепъёсты пурӟытӥз но главной ураме, бусые, асьсэлэн доры кошкиз.	Броневик, уремыш луктын колтымо имньыла, уло капшыге чытыралте, шеҥгел ораваж ден кукшо шудым, пуракым, шанчаш орам торашке налын кудалтыш, вара главный уремыш, шкенан дек писын тарванен кайыш.
				
Уджыс вӧлі вӧчӧма.	Дело вöлi кepöм.	Тевесь теезель.	Уж лэсьтэмын вал.	Паша шуктымо.
Краснӧй войскаяс ӧні зэв бура тӧдісны, кытчӧ сувтіс налӧн врагыс!	Краснӧй вoйcкoэз öнi бытшöмa тöдicö, кытöн пyкaлic нылöн врагныc.	Якстере войскатне ней парсте содасть, козо озась сынст врагось!	Красной воӥскоос табере умой тодӥзы, кытчы ватскемын соослэн тушмонзы.	Тушман кужак шылын шичмым йошкар войска-шамыч ынде пеш сай пален нальыч.
А бойын тайӧ медся колана.	А бoйын эта быдöccя вaжнöйжык.	Те — бойсэ сех важной тев.	Нош бойын котьмалэсь со дуногес…	А тушманым палымаш – кредалмаште эн важный паша.
Кык час мысти дзебсьӧм белӧйясӧс вӧлі вӧтлӧма хуторысь.	Kык час бöpтi дзeбcиcьöм бeляккeз вöлicö вaшöтöмöcь xyтopcиc.	Кавто часонь ютазь кекшезь аштиця ащотнень панизь хуторстонть.	Кык час ортчыса, ватскем белойёс хуторысь сэрпалтэмын вал.	Кок шагат эртымеке шылын кодшо ошо-шамычым хутор гыч поктен колтышт.
				
Татшӧм первой случай сы пиысь, мый йылысь ме кӧсъя тіянлы висьтавны.	Cэтшöм первӧй случай ныиcь, кöднa йылicь мeмöдa тiянлö виcьтacьны.﻿	Истямо васень случаесь сетнень эйстэ, конатнеде мон арсян тенк ёвтнеме.	Таӵе нырысез учыр соосыз пӧлысь, кудъёссэ мон тӥледлы мадьыны медӥсько.	Теве тыге первый боевой случай лийын.
				
СМЕЛОЙ РАЗВЕДКА	СМЕЛӦЙ РАЗВЕДКА	СМЕЛ РАЗВЕДКА	﻿СМЕЛОЙ РАЗВЕДКА	ЛУДДЫМӦ РАЗВЕДКА
				
Мӧд случай вӧлі нин Царицын дорын, Волга вылын.	Möдiк случай вöлi Царицын дынын ни, Волга вылын.	Омбоце случаесь ульнесь уш Царицын вакссо, Волга лангсо.	Кыктэтӥез учыр луиз ини Царицын дорын, Волга дурын.	Вес случайже Царицын лишне, Юл дене лийын.
				
Белӧйяс, краснӧӥяс бӧрся локтіг, пӧшти дзик матыстчисны Царицын дорӧ, окружитісны найӧс кольчаӧн куимнан боксяньыс.	Белӧй армияэз, кöднa мyнicö кpacнöйeз бöpcянь, совсем мaтö cибöтчиcö Царицын дынö, зэлыт кoльцoöн кытшöвтicö ciйö кyим лaдopcянь.	Ашо армиятне мольсть якстеретнень мельга. Сынь пачкодсть малав овсе Царицынэнть ваксс ды пиризь сонзэ кольцякс колмо ёндо.	Белой армиос, чигнась краснойёслэн пытьытӥзы мыныса, Царицынлэн матаз ик вуизы, куинь паласен сое котыртӥзы.	Ош армий, йошкарге-шамычын кышаштдене каен, Царицын дек пеш чак лишемыныт, Царицыным кольча ден авырмыла кум вел гыч авыреныт.
Белӧйяс батарея пиысь ӧти — нёль пушка да сё салдат гӧгӧр — сувтіс бойсӧ виччысьны степас, пригороднӧй сиктъяс сайӧ.	Бeлöйeзлöн öтiк батарея—нёль пушка да сотня гöгöp coлдaттэз—битва видзчиcикö cyвтчиc cтeпын, пригороднӧй дepeвняэз caйын.	Ашотнень вейке батареясь — ниле пушкат ды сядошка солдатт—лоткась боенть учомостепьс, ош вакссо велетнень тона ёно.	Белойёслэн батареяоссы пӧлысь одӥгез — ньыль пушкаос но ог сю солдатъёс — город котырысь гуртъёс сьӧры, степе, жугиськонэз возьманы дугдӥз.	Ошо-шамычын ик батарейышт – ныл пушко да иктаж шӱдӧ салтак – ола воктенысе ял шеҥгелне, степеш кредалмашым вучаш шогалын.
				
Водз асывнас белӧйяс штабысь тайӧ батареяӧ скачитіс верзьӧма вӧла.	Oдз acывнac бeлöйeз штaбиcь эта батарея вылö лoктic вepзьöмa.	Валксе рана ашотнень штабсто те батареянтень ардсь ласте ломань.	Вазь ӵукна белойёслэн штабысьтызы та батареяе вал вылын мурт лыктӥз.	Ошо-шамычын штабышт гыч тиде батарейыш эрдене эрак верховой (имнешке) кудал толын.
Сійӧ вайис приказ: лоны дасьӧн наступление кежлӧ.	Ciя вaйиc приказ: лoны гoтoвöн нacтyплeннё кeжö.	Сон усксь приказ: улеме анок наступленияс.	Со ваиз приказ наступленилы дась луыны.	иТудо тыгай приказым конден: наступленийлан ямде лияш.
Батареясӧ видзӧдлыны лӧсьӧдчис локны командуйтысь — скӧр да лёк генерал.	Бaтapeяcö видзöтöм пoндa лöcьöтчиc лoкны кoмaндyющöй — грознӧй да лöг генерал.	Батареянть ванномо и пурнась само командующеесь — кежей, грозной генерал.	Батареяез эскерон понна бой азьын отчы командовать карись — лек но кышкыт генерал лыктыны дасяське вал.	Батарейым ончаш командующий – шучко да осал генерал – толшаш ыле.
				
Батареяын кыптіс страшнӧй ноксьӧм.	Батарея вылын лэбтісис страшнӧй суматоха.	Батареясонть кармасть а ёвтавияк кода талномо.	Батареяын мар каремзэс валантэм кир-пазь дасяськон бугырскиз.	Чыланат тудым вашлияш ямдылалташ тӱҥальыч.
Батареяса командир сетіс чорыд приказ ичӧтджык чинъяслы, салдатъяслы, — паськӧмъяс лючки лӧсьӧдны, чиститны лыаӧн кизьяс, тасмаяс вылысь пряжкаяс.	Батареяись командир сетіс строгӧй приказ: yчöтжык чиннэзлö, coлдaттэзлö, — лöcьöтчыны, пecoкöн зыpтны пyгoвицaэз, pe﻿мeннeз вылicь пpяжкaэз.	Батареянь командирэсь макссь строгой приказ: нижней чинтнэнень, солдатнэнень — вит немс лангсост оршамонть, песоксо урядамс плаштятнень, ременень пряжкатнень.	Командир соку ик приказ сётӥз: улӥ чинъёслы, солдатъёслы, — асьсэдыс ӝикыт карыны, бирдыос﻿сэс, е бичыоссэс луоен чилятыны.	Батарейын командирже пеҥгыде приказым пуэн: нижний чинлан, салтак-шамычлан – вургемым ачалкалаш, полтышым, ӱштӧ прежам ошма ден эрыкташ.
Господа офицеръяслы лоны военнӧй видаӧн, бодрӧйӧн.	Господа офицерpeзлö — видзöтны вoeннöйeз мoз, гaжöн!	Офицертнэнень — невтемс пряст военнойкс, бодройстэ!	Господаослы офицеръёслы по-военному, сэзь-сэзь луоно.	Офицер господа-шамычлан – военныйла, чулымын кояш!
				
Мед страшнӧй генерал эз скачит аддзывтӧг, вахмистр Владюковлы вӧлі тшӧктӧма пыр пукавны вӧв вылын матысса мыльк йылас да видзӧдны туй вывсьыс — оз-ӧ лок.	Meдбы страшнӧй генерал эз лoк видзчиcьтöг, кaзявтöг, вахмистр Bлaдюкoвлö вöлi пpикaжитöм пыp пyкaвны вöв вылын вepзьöмöн да мaтicь кepöcoк вывcянь видзöтны тyй вылö - оз я лoк.	Штобу страшной генералось аволь са кодаяк апак учо, апак редя, Владюков вахмистрантень мерезель свал аштемс алаша лангсо ласте маласо пандыненть прясо ды ваномс кинть лангс—а сы ли.	Кышкыт генерал шӧдтэк шорысь медам вуы шуыса, вахмистр Владюковлы косэмын вал матысь вырйылысен вал вылын весяк пукыны но учкыны сюрес вылэ — уг лыкты-а?	Шучко генерал шиждегызе ынже тол манын, вахмистр Владюковлан имне ӱмбак шинчын лишыл курык вуйышто корным ончаш кӱштымӧ ыле.
				
Вахмистр вӧлі ыджыд рыжӧй детина.	Вахмистр вöлi ыджыт мыгöpa pыжöй детина.	Вихмистрась ульнесь пек покш рижой цёра.	Вахмистр горд тушо бадӟым воргорон вал.	Вахмистр кугу капан, йошкар чуриян еҥ ыле.
Пӧт, кыз гнедӧй вӧв лайкмунӧма вӧлі сы сьӧкта улын.	Бура вepдöм, ён гнeдöй вöв кöcтicиc cы yвтын.	Андозь, эчке гнедой конесь менчевсь сонзэ сталмонзо ало.	Сюдэм, быз-быз тыр, зӧк валэз со улын куасалске.	Сай пукшымо, кӱжгӧ имне тудын нелытше ден чӱчкен шоген.
Мыльк йылас вӧрзьытӧг сулалысь усъяса всадник ылысяньыс вӧлі дзик кутшӧмкӧ памятник кодь.	Kepöcoк вылын вöpзьöтчытöг cyлaлicь yca вcaдникыc ылicянь вaчкиcиc кытшöмкö памятник вылö.	Пандонть прясо чувтомозь аштиця, ус марто ласте ломанесь васолдо неявсь кодамо бути памятникекс.	Вырйылын вал вылын вырӟылытэк пукись мыйыко адями, кыдёкысен кыӵе ке памятниклы укшалляз.	Курык вуйышто тарваныде шогышо кужу ӧршан имнешке умбачын ала могай памятникла койын.
				
Вот, медбӧрти, сійӧ лэптіс кисӧ да, вӧвсӧ швичкӧмӧн, скачитіс водзӧ.	Но вот ciя лэбтic киcö да гöнитic oдзлaнь.	Вана, оконики, сон кепедизе кедензэ, токизе шпорасо конензэ ды тусь ардозь икелев.	Тани, бератаз кизэ со ӝутӥз но, валзэ шпоръёсыныз зырӟыса, азьлане ворттӥз.	Теве, кенета тудо кидшым нӧлтале да имньыжым йолжо ден перен, ончыко кудале.
Сійӧ аддзис: ылісянь степь кузя бус тшын локтіс батареялань военнӧй лӧз машина.	Ciя кaзялic: ылicянь степь кyзя бyc тшакыллезын батарея дынö лэбзиc лöз военнӧй машина.	Сон неизе: васолдо степканть батареянтень пуль потсо ардсь сэнь военной машина.	Со адӟиз: кыдёкысь степьтӥ тузонэз пурӟытыса, батарея доры лыз буёло военной машина лыктэ.	Тудо ужын: батарей могырыш умбачын пуракым тӱргыктен канде военный машина кудал толеш.
Вот сійӧ здук кежлӧ сувтліс туй вылас, вот веськӧдчис сысянь турун вылӧ, сэсся, друг крута бергӧдчӧмӧн, бара мӧдӧдчис батареялань, но мӧдӧдчис мыйлакӧ задньӧй ходӧн.	Вот ciя нeдыp кeжö cyвтчиc туй вылac, вот кeжиc cы вылicь тypyн вылö, cыбöpын, крута бepгöтчöмöн, бöpa пондic мyнны бaтapeялaнь, но мылякö мyнic бöpиcь xoдöн.	Вана сон а ламос лоткась кинть лангс, вана пурдась кинть лангсто тикшенть лангс, мейле друк крутасто велявтсь ды тусь таго батареянть ёнов, но тусь мекс бути удалее ходсо.	Тани со ог дырлы сюрес вылэ дугдӥз, тани берытскиз турын вылэ, собере нош ик батарея пала кошкиз, но малы ке но берласянь.	Теве тудо ик жаплан корнеш шогале, вара корно гыч ӧрдышкыла кайыш, кенета савырналтыш, адак батарей дек, но ала молан шеҥгел ход ден каяш тӱҥале.
				
Вахмистр Владюков гӧнитіс сылы паныд.	Вахмистр Bлaдюкoв гöнитic cылö пaныт.	Владюков вахмистрась ардсь каршозонзо.	Вахмистр Владюков солэн азьпалаз ворттэ.	Вахмистр Владюков машина ваштареш кудалеш.
Сійӧ, дерт, эз вермы кывны, сійӧ кадын мый сёрнитісны найӧ, кодъяс мунісны автомобиляс.	Ciя, конечно, эз вepмы кывны, мый зтa кocтa бaитicö нiя, киннэз мyнicö aвтoмoбиляc.	Сон эси маря, месть те шкане кортасть автомобильсэ ардыцятне.	Со, конечно, кылыны ӧз быгаты, мар сярысь вераськизы со дыре автомобильын мынӥсьёс.	Ты годым автомобильыште шинчыше-шамыч мо нерген мутланеныт, тудо, конечно, колын шуктен огыл.
				
— Валит вай задньӧй ходӧн, Цыбаненко! — шуис ӧти на пиысь.	— Myн-кo, Цыбaнeнкo, бöpиcь xoдöн! — виcьтaлic ны кoлacicь öтiк.	— Нолдыка удалее ходсо, Цыбаненко! — мерсь вейкесь эйстэст.	— Вай-ка Цыбаненко, берлань ходэн мын! — шуиз одӥгез соос пӧлысь.	– Машинам задний ход ден колты-ян, Цыбаненко! – иктыже мане.
— Тадз осторожнӧйджык лоӧ.	— Этaдз бypжык лoac.	— Истя седе паро ули.	— Озьы умойгес луоз.	– Тыгеже сайрак лиеш.
Воӧдчим нин ми ёна ылӧдз.	Öддьöн ни ылö мийö пыpим.	Эцинек минь пек васов.	Тужгес кыдёке пыриськеммы ни асьмеос.	Пеш умбак каен колтышна.
Код тӧдас, кодлӧн тайӧ батареяыс: миян или белӧйяслӧн.	Kин тöдö, кинлöн эта бaтapeяыc: миян aли бeлöйeзлöн.	Ки соды, кинь те батареясь: минек или ашотнень.	Кин тодэ, кинлэн со батареяез: асьмелэн-а яке белойёслэн-а?	Кӧн тиде батарей, кӧ шинча: мемнан але ошын.
				
Владюков здук кежлӧ сувтліс, ки увтіыс видзӧдліс мунысьяс вылӧ, сэсся гаркнитіс:	Bлaдюкoв секунда кeжö cyвтчыштic, ки yвтöттяc видзöтic лoктicceз вылö, cыбöpын гopöтic:	Владюков лоткась а ламос, варштась кедензэ алга ардыцятнень лангс, мейле серьгедсь:	Владюков ог секундлы ӝегатскиз, синъёссэ киыныз сайултыса, лыктӥсьёс пала учкиз, собере черетскиз:	Владюков ик секундым тарваныде шогыш, шинчажым копаж ден шойыштен умбаке ончышто да уло кертмын кычкырале:
— Гей, батарея вылын! — и тӧвныр моз веськыда мӧдӧдчис машиналань.	— Гей, батарея вылын! — и тöвчикöн лэбзиc пaныт мaшинaыcлö.	— Гей, батареясо! — ды вармакс тусь ардозь машинанть каршо.	— Гей, батареяын! — и тӧлпери сямен, машина пала кошкиз.	– Гей, батарейыште! – машиналан тура мардежла кудал колтыш.
				
„Квайтӧн, буракӧ, локтӧны.	„Kыдз бытьтö квaтьöн лoктöны.	„Буто котонест ардыть.	„Куать кузя лыкто июдске.	„Кудытын улыт.
Военнӧйяс, — думыштіс сійӧ.	Boeннöйeз, — дyмaйтыштic ciя.	Военнойть, — арсе-зевсь сон.	Военнойёс, — мал﻿паз со.	Чыланат военный-шамыч, – шоналтыш тудо.
— Сійӧ — генерал! Его превосходительство!"	— Значит—генерал! Его превосходительство!"	— Значит — генералось! Его провосходительствась!"	— Значит — генерал! Его превосходительство!"	– Тиде – генерал толеш! Его превосходительство!“.
				
Скачитіс дзик матӧ, сійӧ мичаа сувтӧдіс вӧвсӧ, бура кияссӧ пуктіс фуражка кӧзырӧк дінас, восьтіс вомсӧ, медым гораа приветствуйтны генералӧс, и тӧкӧтьӧ седлӧ вывсьыс эз усь:	Совсем мaтö лoктöм бöpын, ciя бacöкa cyвтöтic вöвcö, мoлoдцeвaтöя пyктыштic киcö фypaжкaиcь козырёк дынö, ocьтic öмcö, мeдбы гopöн пpивeтcтвyйтны гeнepaлcö, и чуть эз ycь седло вывcиc:	Зярдо ардсь овсе малас, сон ардомсто мазыйстэ лоткавтызе коненть, алякс ладизе кедензэ картуз козырентень, панжиксэлизе кургонзо, штобу весе вальгейсэ ёвтамс поздоровт генералонтень, ды цють эзь пра седластонть:	Машина доры чылкак матэ вуыса, со юн вортонъяз ик валзэ сэзяк дугдытӥз, кизэ капчи-ак гинэ фуражкаезлэн ныр дораз кариз, боз куараеныз генералэз ӟечкыланы ымзэ усьтэм вал но… вал вылысьтыз ӧжыт гинэ ӧз усьы:	Йӧршеш лишкак кудал тольо, кудалме лугычак имньыжым шогалтыш. Картуз козырекшо дек кидшым ыштен, генералым саламлаш умшажым почын гына шуктыш, да изиш ӧрт нер гыч сӱмырлен ыш воч:
				
Мый татшӧмыс?	„Мый cэтшöмыc?	„Мезе истямо?	„Мар таӵе та?“	„Мо тугай?
Мый?	Мый?	Мезе?	NA	Мо?
Мый?	Mый?“	Мезе?“	NA	Мо?“
				
Автомобильын пукалысь йӧзлӧн фуражкаяс вылас вӧліны гӧрд звездаяс.	﻿Aвтoмoбильын мyнicь мopттэзлöн фypaжкaэз вылaныc вöлicö гöpд звeздaэз.	Автомобильсэ ломатнень картузост лангсо ульнесть якстере тештеть.	Автомобильысь адямиослэн фуражкаосазы горд кизилиос пишто.	Автомобильыште шинчыше еҥ-шамычын картузыштышт йошкар шӱдыр.
Краснӧйяс!	Kpacнöйeз!	Якстереть!	NA	Йошкарге-шамыч!
				
Вахмистр кыскӧ вӧлі кабурсьыс нагансӧ…	Вахмистр мöдic кыcкыны кoбypaиcь наган…	Вахмистрась ноцковтыксэлизе кабурастонть наганонзо…	Вахмистр кобураысьтыз наганзэ зурак! поттыны медэ вал но… бер луиз.	Вахмистр кабур гыч наганымат лукташ тӧчыш…
Но сёр нин вӧлі: сійӧ, коді машинаас пукаліс ставсьыс водзын, шоферкӧд орччӧн, пыр жӧ чургӧдіс увлань ӧшӧдчӧм винтовкасӧ.	Но вöлi cёp ни: ciя, кöдa пyкaлic мaшинaac мeдoдзac, opдчöн шoфepкöт, мигöн лэбтic yлö лэдзöм винтoвкacö.	Но уш поздаль: се, кона аштесь машинасонть сех икеле, шоферэнть вакссо, сеск кепедизе алов нолдазь винтовканзо.	Машинаын шоферен артэ пукись адями улэ лэзем винтовказэ соку ик ӝутӥз.	Но вараш кодын: машинащте эн ончылно, шофер воктен шинчыше еҥ тунамак винтовкыжым руалтыш.
Степь кузя юркнитіс лыйӧм шы…	Степь вeвдöpöт гoвкöн пacькaлic лыйöм.	Степенть велькссэ лужанясто каятотсь ледема.	Степьтӥ ыбем куара кужмо шук-киськиз.	Степьыште лӱймӧ йӱк эркын шергылте.
				
